# Constructed from biom file																									
#OTU ID	Bn25	Bn26	Bn27	Bn28	Bn29	Bn30	Bn31	Bn32	Bn33	Bn34	Bn35	Bn36	Bn61	Bn62	Bn63	Bn64	Bn65	Bn66	Bn67	Bn68	Bn69	Bn70	Bn71	Bn72	taxonomy
OTU1829	0	0	0	3	0	0	2	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU2097	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
OTU789	0	0	0	1	0	0	0	3	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	Unassigned
OTU2166	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10; g__; s__
OTU1648	0	0	0	2	0	0	0	1	0	0	1	0	0	0	2	2	0	0	4	5	0	0	0	0	k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__Armatimonadaceae; g__; s__
OTU1501	0	0	0	5	0	0	0	1	0	0	1	1	0	0	2	6	0	0	0	1	0	0	0	3	k__Bacteria; p__FBP; c__; o__; f__; g__; s__
OTU1244	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__GN02; c__3BR-5F; o__; f__; g__; s__
OTU1955	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__
OTU2167	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__
OTU814	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	4	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__
OTU1264	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__
OTU1853	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	3	7	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
OTU1915	0	0	0	1	0	0	1	3	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	3	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU1256	0	0	0	3	0	0	0	7	0	0	0	0	0	0	1	5	0	0	0	1	0	0	4	2	k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
OTU1127	0	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU2126	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	Unassigned
OTU1645	0	0	0	2	0	0	4	0	0	0	6	3	0	0	0	6	0	2	0	0	0	11	4	14	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
OTU2031	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
OTU2146	0	0	0	1	0	0	1	0	48	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__
OTU2039	0	0	0	1	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Oscillatoriales; f__Phormidiaceae; g__Phormidium; s__
OTU1555	0	0	0	1	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	k__Bacteria; p__OD1; c__SM2F11; o__; f__; g__; s__
OTU1323	0	0	0	3	0	0	4	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__
OTU1065	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__; g__; s__
OTU1529	0	0	0	4	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	2	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
OTU2107	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria; p__Chlorobi; c__SJA-28; o__; f__; g__; s__
OTU1489	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
OTU1136	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Unassigned
OTU785	0	0	0	1	0	0	0	9	0	0	2	3	0	0	0	3	0	0	0	0	0	0	0	4	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10; g__; s__
OTU1655	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU1884	0	0	0	1	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU774	0	0	0	1	0	0	0	0	0	0	3	3	0	2	0	1	0	0	0	0	0	182	6	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Promicromonosporaceae; g__Xylanimicrobium
OTU1422	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU1211	0	0	0	5	0	0	13	1	0	1	0	1	0	0	2	6	0	0	0	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
OTU644	0	0	0	1	0	0	2	8	0	0	16	14	0	0	0	3	0	0	0	0	0	0	2	10	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__
OTU1565	0	0	0	2	0	1	0	0	0	0	2	0	0	3	1	0	0	0	0	0	0	0	1	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__; s__
OTU1590	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU1002	0	0	0	3	0	0	1	2	0	0	0	0	0	0	3	3	0	0	3	3	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
OTU1838	0	0	0	4	0	1	7	3	0	0	5	0	0	1	3	1	0	0	0	1	0	0	0	1	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Ellin5301; g__; s__
OTU2236	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
OTU1284	0	0	0	1	0	0	2	0	0	0	9	3	0	0	0	0	0	0	0	0	0	1	7	24	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__mb2424; g__; s__
OTU2199	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Alicyclobacillus; s__
OTU2195	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU1406	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU1578	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
OTU533	0	0	0	4	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	k__Bacteria; p__Chlorobi; c__SJA-28; o__; f__; g__; s__
OTU1974	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Gracilibacteraceae
OTU800	0	0	0	4	0	0	2	7	0	0	18	14	0	0	0	4	0	0	0	0	0	0	17	19	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales
OTU2009	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	Unassigned
OTU2067	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
OTU893	0	0	0	1	0	0	3	6	0	0	3	0	0	0	1	12	0	0	0	0	0	0	0	1	k__Bacteria; p__Chloroflexi; c__P2-11E; o__; f__; g__; s__
OTU1677	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
OTU1823	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned
OTU1779	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__; f__; g__; s__
OTU856	0	0	0	1	0	0	1	7	1	0	11	21	0	0	0	0	0	0	0	0	0	0	20	24	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
OTU1656	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	0	0	0	0	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU1251	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU1263	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
OTU1206	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU1654	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	k__Bacteria; p__Armatimonadetes; c__[Fimbriimonadia]; o__[Fimbriimonadales]; f__[Fimbriimonadaceae]; g__; s__
OTU798	0	0	0	1	0	0	0	1	0	0	6	4	0	0	0	4	0	0	0	0	0	0	9	20	k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__0319-7L14; f__; g__; s__
OTU1790	0	0	0	1	0	0	0	3	0	0	7	1	0	0	0	2	0	0	0	0	0	0	19	36	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__
OTU2086	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Unassigned
OTU2161	0	0	0	4	0	0	0	6	0	0	15	14	0	0	0	0	0	0	0	0	0	0	3	6	k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__; g__; s__
OTU2002	0	0	0	2	0	0	1	0	0	0	1	2	0	0	3	7	0	0	1	1	0	0	6	8	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__RB40; g__; s__
OTU1968	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Tenericutes; c__Mollicutes; o__; f__; g__; s__
OTU1988	0	0	0	2	0	0	2	4	0	0	3	1	0	0	3	8	0	0	3	0	0	0	3	2	Unassigned
OTU1999	0	0	0	2	0	0	0	0	0	2	4	1	0	0	0	1	0	0	0	0	0	0	8	1	k__Bacteria; p__Planctomycetes; c__; o__; f__; g__; s__
OTU1996	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__
OTU1390	0	0	0	1	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	1	k__Bacteria; p__Acidobacteria; c__AT-s54; o__; f__; g__; s__
OTU2227	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	1	k__Bacteria; p__Chloroflexi; c__S085; o__; f__; g__; s__
OTU1894	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	1	0	0	0	0	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU1554	0	0	0	2	0	0	5	0	0	4	1	6	0	0	2	0	0	2	0	0	0	3	3	3	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
OTU1896	0	0	0	2	0	0	1	0	2	1	15	0	0	2	0	0	0	0	0	0	0	1	0	1	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
OTU1860	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU687	0	0	0	1	0	2	1	2	0	0	0	0	0	20	1	2	0	4	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium; s__
OTU616	0	0	0	1	1	0	5	4	0	0	15	7	0	0	1	1	0	0	0	0	0	0	7	16	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
OTU1776	0	0	0	1	0	0	1	4	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__; s__
OTU2175	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	k__Bacteria; p__GN02; c__GN07; o__; f__; g__; s__
OTU854	0	0	0	1	0	0	6	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU1837	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Alkanindiges; s__
OTU2193	0	0	0	0	2	0	0	0	0	0	0	0	8	0	0	0	15	0	0	0	12	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__
OTU574	0	0	0	0	1	0	0	0	19	0	0	0	2	0	0	0	6	0	0	0	3	0	0	0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
OTU2110	0	0	0	0	0	1	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	k__Bacteria; p__WS6; c__B142; o__; f__; g__; s__
OTU2240	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Unassigned
OTU1153	0	0	0	0	0	1	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__OM27; g__; s__
OTU1868	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__
OTU1842	0	0	0	0	0	1	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	11	1	1	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
OTU1768	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	4	6	k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__FAC88; f__; g__; s__
OTU1878	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Procabacteriales; f__Procabacteriaceae; g__; s__
OTU2111	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned
OTU1673	0	0	0	0	0	1	0	2	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__SJA-22; f__; g__; s__
OTU1764	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__
OTU395	0	0	0	0	0	1	0	0	61	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
OTU1803	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned
OTU1199	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	2	0	1	0	0	0	1	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
OTU2219	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae; g__Methylotenera; s__mobilis
OTU1856	0	0	0	0	0	1	1	0	0	1	8	0	0	1	0	1	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
OTU2128	0	0	0	0	0	1	0	0	2	0	3	2	0	2	0	1	0	4	0	0	0	103	16	5	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU1755	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
OTU1889	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__dispar
OTU1706	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU2157	0	0	0	0	0	0	3	2	0	1	6	2	0	0	0	0	0	4	0	0	5	12	8	3	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
OTU1557	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__OD1; c__; o__; f__; g__; s__
OTU2053	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae
OTU2234	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__
OTU1043	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
OTU53	0	0	0	0	0	0	6	0	746	0	1	0	12	0	2	1	1	0	0	0	4	0	0	0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
OTU2168	0	0	0	0	0	0	2	0	0	0	0	0	14	0	0	1	0	0	0	0	5	0	0	0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
OTU1881	0	0	0	0	0	0	4	2	0	0	2	3	0	0	2	0	0	0	0	0	0	0	7	4	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
OTU2098	0	0	0	0	0	0	1	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
OTU1130	0	0	0	0	0	0	1	2	0	0	5	4	0	0	0	1	0	0	0	0	0	0	5	5	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
OTU1040	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
OTU1384	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
OTU1994	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Segetibacter; s__
OTU322	0	0	0	0	0	0	1	4	0	0	25	31	0	0	0	0	0	0	0	0	0	1	64	71	k__Bacteria; p__Chloroflexi; c__Gitt-GS-136; o__; f__; g__; s__
OTU2019	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU2206	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned
OTU2021	0	0	0	0	0	0	8	3	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU1859	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__C0119; o__; f__; g__; s__
OTU1855	0	0	0	0	0	0	2	2	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	k__Bacteria; p__OD1; c__SM2F11; o__; f__; g__; s__
OTU1396	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__
OTU1061	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	k__Bacteria; p__OD1; c__SM2F11; o__; f__; g__; s__
OTU1713	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
OTU1940	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	k__Bacteria; p__Armatimonadetes; c__[Fimbriimonadia]; o__[Fimbriimonadales]; f__[Fimbriimonadaceae]; g__Fimbriimonas; s__
OTU1346	0	0	0	0	0	0	2	4	0	2	0	0	0	3	4	1	0	0	1	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
OTU1895	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
OTU2229	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned
OTU1762	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	4	0	0	0	5	0	0	0	Unassigned
OTU2183	0	0	0	0	0	0	3	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__
OTU1344	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU1959	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU1943	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__FBP; c__; o__; f__; g__; s__
OTU2152	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU1216	0	0	0	0	0	0	1	3	0	0	8	14	0	0	0	3	0	0	1	0	0	0	14	22	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__[Marinicellales]; f__[Marinicellaceae]; g__; s__
OTU976	0	0	0	0	0	0	1	0	0	0	1	11	0	3	0	1	0	0	0	0	0	3	2	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
OTU979	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	k__Bacteria; p__TM7; c__; o__; f__; g__; s__
OTU1326	0	0	0	0	0	0	1	5	0	0	8	5	0	0	0	1	0	0	0	0	0	0	4	17	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
OTU1609	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU1945	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	k__Bacteria; p__OD1; c__SM2F11; o__; f__; g__; s__
OTU1956	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
